date,team1,team2,score1,score2,time,game_type,text_content
"Friday, September 5, 2025",San Diego Padres,Colorado Rockies,,,8:40 pm,,8:40 pm San Diego Padres @ Colorado Rockies Preview
"Friday, September 5, 2025",Athletics,Los Angeles Angels,,,9:38 pm,,9:38 pm Athletics @ Los Angeles Angels Preview
"Friday, September 5, 2025",Boston Red Sox,Arizona D'Backs,,,9:40 pm,,9:40 pm Boston Red Sox @ Arizona D'Backs Preview
"Saturday, September 6, 2025",Toronto Blue Jays,New York Yankees,,,1:05 pm,,1:05 pm Toronto Blue Jays @ New York Yankees Preview
"Saturday, September 6, 2025",Washington Nationals,Chicago Cubs,,,2:20 pm,,2:20 pm Washington Nationals @ Chicago Cubs Preview
"Saturday, September 6, 2025",Philadelphia Phillies,Miami Marlins,,,4:10 pm,,4:10 pm Philadelphia Phillies @ Miami Marlins Preview
"Saturday, September 6, 2025",Chicago White Sox,Detroit Tigers,,,6:10 pm,,6:10 pm Chicago White Sox @ Detroit Tigers Preview
"Saturday, September 6, 2025",New York Mets,Cincinnati Reds,,,6:40 pm,,6:40 pm New York Mets @ Cincinnati Reds Preview
"Saturday, September 6, 2025",Milwaukee Brewers,Pittsburgh Pirates,,,6:40 pm,,6:40 pm Milwaukee Brewers @ Pittsburgh Pirates Preview
"Saturday, September 6, 2025",Los Angeles Dodgers,Baltimore Orioles,,,7:05 pm,,7:05 pm Los Angeles Dodgers @ Baltimore Orioles Preview
"Saturday, September 6, 2025",Cleveland Guardians,Tampa Bay Rays,,,7:05 pm,,7:05 pm Cleveland Guardians @ Tampa Bay Rays Preview
"Saturday, September 6, 2025",Seattle Mariners,Atlanta Braves,,,7:15 pm,,7:15 pm Seattle Mariners @ Atlanta Braves Preview
"Saturday, September 6, 2025",Minnesota Twins,Kansas City Royals,,,7:15 pm,,7:15 pm Minnesota Twins @ Kansas City Royals Preview
"Saturday, September 6, 2025",San Francisco Giants,St. Louis Cardinals,,,7:15 pm,,7:15 pm San Francisco Giants @ St. Louis Cardinals Preview
"Saturday, September 6, 2025",Houston Astros,Texas Rangers,,,7:15 pm,,7:15 pm Houston Astros @ Texas Rangers Preview
"Saturday, September 6, 2025",Boston Red Sox,Arizona D'Backs,,,8:10 pm,,8:10 pm Boston Red Sox @ Arizona D'Backs Preview
"Saturday, September 6, 2025",San Diego Padres,Colorado Rockies,,,8:10 pm,,8:10 pm San Diego Padres @ Colorado Rockies Preview
"Saturday, September 6, 2025",Athletics,Los Angeles Angels,,,9:38 pm,,9:38 pm Athletics @ Los Angeles Angels Preview
"Sunday, September 7, 2025",Seattle Mariners,Atlanta Braves,,,12:05 pm,,12:05 pm Seattle Mariners @ Atlanta Braves Preview
"Sunday, September 7, 2025",Cleveland Guardians,Tampa Bay Rays,,,12:10 pm,,12:10 pm Cleveland Guardians @ Tampa Bay Rays Preview
"Sunday, September 7, 2025",Los Angeles Dodgers,Baltimore Orioles,,,1:35 pm,,1:35 pm Los Angeles Dodgers @ Baltimore Orioles Preview
"Sunday, September 7, 2025",Toronto Blue Jays,New York Yankees,,,1:35 pm,,1:35 pm Toronto Blue Jays @ New York Yankees Preview
"Sunday, September 7, 2025",Milwaukee Brewers,Pittsburgh Pirates,,,1:35 pm,,1:35 pm Milwaukee Brewers @ Pittsburgh Pirates Preview
"Sunday, September 7, 2025",New York Mets,Cincinnati Reds,,,1:40 pm,,1:40 pm New York Mets @ Cincinnati Reds Preview
"Sunday, September 7, 2025",Chicago White Sox,Detroit Tigers,,,1:40 pm,,1:40 pm Chicago White Sox @ Detroit Tigers Preview
"Sunday, September 7, 2025",Philadelphia Phillies,Miami Marlins,,,1:40 pm,,1:40 pm Philadelphia Phillies @ Miami Marlins Preview
"Sunday, September 7, 2025",Minnesota Twins,Kansas City Royals,,,2:10 pm,,2:10 pm Minnesota Twins @ Kansas City Royals Preview
"Sunday, September 7, 2025",San Francisco Giants,St. Louis Cardinals,,,2:15 pm,,2:15 pm San Francisco Giants @ St. Louis Cardinals Preview
"Sunday, September 7, 2025",Washington Nationals,Chicago Cubs,,,2:20 pm,,2:20 pm Washington Nationals @ Chicago Cubs Preview
"Sunday, September 7, 2025",Houston Astros,Texas Rangers,,,2:35 pm,,2:35 pm Houston Astros @ Texas Rangers Preview
"Sunday, September 7, 2025",San Diego Padres,Colorado Rockies,,,3:10 pm,,3:10 pm San Diego Padres @ Colorado Rockies Preview
"Sunday, September 7, 2025",Athletics,Los Angeles Angels,,,4:07 pm,,4:07 pm Athletics @ Los Angeles Angels Preview
"Sunday, September 7, 2025",Boston Red Sox,Arizona D'Backs,,,4:10 pm,,4:10 pm Boston Red Sox @ Arizona D'Backs Preview
"Monday, September 8, 2025",Kansas City Royals,Cleveland Guardians,,,6:40 pm,,6:40 pm Kansas City Royals @ Cleveland Guardians Preview
"Monday, September 8, 2025",Washington Nationals,Miami Marlins,,,6:40 pm,,6:40 pm Washington Nationals @ Miami Marlins Preview
"Monday, September 8, 2025",New York Mets,Philadelphia Phillies,,,6:45 pm,,6:45 pm New York Mets @ Philadelphia Phillies Preview
"Monday, September 8, 2025",Chicago Cubs,Atlanta Braves,,,7:15 pm,,7:15 pm Chicago Cubs @ Atlanta Braves Preview
"Monday, September 8, 2025",Milwaukee Brewers,Texas Rangers,,,8:05 pm,,8:05 pm Milwaukee Brewers @ Texas Rangers Preview
"Monday, September 8, 2025",Minnesota Twins,Los Angeles Angels,,,9:38 pm,,9:38 pm Minnesota Twins @ Los Angeles Angels Preview
"Monday, September 8, 2025",Cincinnati Reds,San Diego Padres,,,9:40 pm,,9:40 pm Cincinnati Reds @ San Diego Padres Preview
"Monday, September 8, 2025",St. Louis Cardinals,Seattle Mariners,,,9:40 pm,,9:40 pm St. Louis Cardinals @ Seattle Mariners Preview
"Monday, September 8, 2025",Arizona D'Backs,San Francisco Giants,,,9:45 pm,,9:45 pm Arizona D'Backs @ San Francisco Giants Preview
"Monday, September 8, 2025",Boston Red Sox,Athletics,,,10:05 pm,,10:05 pm Boston Red Sox @ Athletics Preview
"Monday, September 8, 2025",Colorado Rockies,Los Angeles Dodgers,,,10:10 pm,,10:10 pm Colorado Rockies @ Los Angeles Dodgers Preview
"Tuesday, September 9, 2025",Pittsburgh Pirates,Baltimore Orioles,,,6:35 pm,,6:35 pm Pittsburgh Pirates @ Baltimore Orioles Preview
"Tuesday, September 9, 2025",Kansas City Royals,Cleveland Guardians,,,6:40 pm,,6:40 pm Kansas City Royals @ Cleveland Guardians Preview
"Tuesday, September 9, 2025",Washington Nationals,Miami Marlins,,,6:40 pm,,6:40 pm Washington Nationals @ Miami Marlins Preview
"Tuesday, September 9, 2025",New York Mets,Philadelphia Phillies,,,6:45 pm,,6:45 pm New York Mets @ Philadelphia Phillies Preview
"Tuesday, September 9, 2025",Detroit Tigers,New York Yankees,,,7:05 pm,,7:05 pm Detroit Tigers @ New York Yankees Preview
"Tuesday, September 9, 2025",Houston Astros,Toronto Blue Jays,,,7:07 pm,,7:07 pm Houston Astros @ Toronto Blue Jays Preview
"Tuesday, September 9, 2025",Chicago Cubs,Atlanta Braves,,,7:15 pm,,7:15 pm Chicago Cubs @ Atlanta Braves Preview
"Tuesday, September 9, 2025",Tampa Bay Rays,Chicago White Sox,,,7:40 pm,,7:40 pm Tampa Bay Rays @ Chicago White Sox Preview
"Tuesday, September 9, 2025",Milwaukee Brewers,Texas Rangers,,,8:05 pm,,8:05 pm Milwaukee Brewers @ Texas Rangers Preview
"Tuesday, September 9, 2025",Minnesota Twins,Los Angeles Angels,,,9:38 pm,,9:38 pm Minnesota Twins @ Los Angeles Angels Preview
"Tuesday, September 9, 2025",Cincinnati Reds,San Diego Padres,,,9:40 pm,,9:40 pm Cincinnati Reds @ San Diego Padres Preview
"Tuesday, September 9, 2025",St. Louis Cardinals,Seattle Mariners,,,9:40 pm,,9:40 pm St. Louis Cardinals @ Seattle Mariners Preview
"Tuesday, September 9, 2025",Arizona D'Backs,San Francisco Giants,,,9:45 pm,,9:45 pm Arizona D'Backs @ San Francisco Giants Preview
"Tuesday, September 9, 2025",Boston Red Sox,Athletics,,,10:05 pm,,10:05 pm Boston Red Sox @ Athletics Preview
"Tuesday, September 9, 2025",Colorado Rockies,Los Angeles Dodgers,,,10:10 pm,,10:10 pm Colorado Rockies @ Los Angeles Dodgers Preview
"Wednesday, September 10, 2025",Milwaukee Brewers,Texas Rangers,,,2:35 pm,,2:35 pm Milwaukee Brewers @ Texas Rangers Preview
"Wednesday, September 10, 2025",Boston Red Sox,Athletics,,,3:35 pm,,3:35 pm Boston Red Sox @ Athletics Preview
"Wednesday, September 10, 2025",Arizona D'Backs,San Francisco Giants,,,3:45 pm,,3:45 pm Arizona D'Backs @ San Francisco Giants Preview
"Wednesday, September 10, 2025",Minnesota Twins,Los Angeles Angels,,,4:07 pm,,4:07 pm Minnesota Twins @ Los Angeles Angels Preview
"Wednesday, September 10, 2025",Pittsburgh Pirates,Baltimore Orioles,,,6:35 pm,,6:35 pm Pittsburgh Pirates @ Baltimore Orioles Preview
"Wednesday, September 10, 2025",Kansas City Royals,Cleveland Guardians,,,6:40 pm,,6:40 pm Kansas City Royals @ Cleveland Guardians Preview
"Wednesday, September 10, 2025",Washington Nationals,Miami Marlins,,,6:40 pm,,6:40 pm Washington Nationals @ Miami Marlins Preview
"Wednesday, September 10, 2025",New York Mets,Philadelphia Phillies,,,6:45 pm,,6:45 pm New York Mets @ Philadelphia Phillies Preview
"Wednesday, September 10, 2025",Detroit Tigers,New York Yankees,,,7:05 pm,,7:05 pm Detroit Tigers @ New York Yankees Preview
"Wednesday, September 10, 2025",Houston Astros,Toronto Blue Jays,,,7:07 pm,,7:07 pm Houston Astros @ Toronto Blue Jays Preview
"Wednesday, September 10, 2025",Chicago Cubs,Atlanta Braves,,,7:15 pm,,7:15 pm Chicago Cubs @ Atlanta Braves Preview
"Wednesday, September 10, 2025",Tampa Bay Rays,Chicago White Sox,,,7:40 pm,,7:40 pm Tampa Bay Rays @ Chicago White Sox Preview
"Wednesday, September 10, 2025",Cincinnati Reds,San Diego Padres,,,8:40 pm,,8:40 pm Cincinnati Reds @ San Diego Padres Preview
"Wednesday, September 10, 2025",St. Louis Cardinals,Seattle Mariners,,,9:40 pm,,9:40 pm St. Louis Cardinals @ Seattle Mariners Preview
"Wednesday, September 10, 2025",Colorado Rockies,Los Angeles Dodgers,,,10:10 pm,,10:10 pm Colorado Rockies @ Los Angeles Dodgers Preview
"Thursday, September 11, 2025",Pittsburgh Pirates,Baltimore Orioles,,,1:05 pm,,1:05 pm Pittsburgh Pirates @ Baltimore Orioles Preview
"Thursday, September 11, 2025",Tampa Bay Rays,Chicago White Sox,,,2:10 pm,,2:10 pm Tampa Bay Rays @ Chicago White Sox Preview
"Thursday, September 11, 2025",Houston Astros,Toronto Blue Jays,,,3:07 pm,,3:07 pm Houston Astros @ Toronto Blue Jays Preview
"Thursday, September 11, 2025",Washington Nationals,Miami Marlins,,,6:40 pm,,6:40 pm Washington Nationals @ Miami Marlins Preview
"Thursday, September 11, 2025",Detroit Tigers,New York Yankees,,,7:05 pm,,7:05 pm Detroit Tigers @ New York Yankees Preview
"Thursday, September 11, 2025",Kansas City Royals,Cleveland Guardians,,,7:15 pm,,7:15 pm Kansas City Royals @ Cleveland Guardians Preview
"Thursday, September 11, 2025",New York Mets,Philadelphia Phillies,,,7:15 pm,,7:15 pm New York Mets @ Philadelphia Phillies Preview
"Thursday, September 11, 2025",Colorado Rockies,San Diego Padres,,,9:40 pm,,9:40 pm Colorado Rockies @ San Diego Padres Preview
"Thursday, September 11, 2025",Los Angeles Angels,Seattle Mariners,,,9:40 pm,,9:40 pm Los Angeles Angels @ Seattle Mariners Preview
"Friday, September 12, 2025",Tampa Bay Rays,Chicago Cubs,,,2:20 pm,,2:20 pm Tampa Bay Rays @ Chicago Cubs Preview
"Friday, September 12, 2025",Kansas City Royals,Philadelphia Phillies,,,6:45 pm,,6:45 pm Kansas City Royals @ Philadelphia Phillies Preview
"Friday, September 12, 2025",Pittsburgh Pirates,Washington Nationals,,,6:45 pm,,6:45 pm Pittsburgh Pirates @ Washington Nationals Preview
"Friday, September 12, 2025",Baltimore Orioles,Toronto Blue Jays,,,7:07 pm,,7:07 pm Baltimore Orioles @ Toronto Blue Jays Preview
"Friday, September 12, 2025",New York Yankees,Boston Red Sox,,,7:10 pm,,7:10 pm New York Yankees @ Boston Red Sox Preview
"Friday, September 12, 2025",Chicago White Sox,Cleveland Guardians,,,7:10 pm,,7:10 pm Chicago White Sox @ Cleveland Guardians Preview
"Friday, September 12, 2025",Detroit Tigers,Miami Marlins,,,7:10 pm,,7:10 pm Detroit Tigers @ Miami Marlins Preview
"Friday, September 12, 2025",Texas Rangers,New York Mets,,,7:10 pm,,7:10 pm Texas Rangers @ New York Mets Preview
"Friday, September 12, 2025",Houston Astros,Atlanta Braves,,,7:15 pm,,7:15 pm Houston Astros @ Atlanta Braves Preview
"Friday, September 12, 2025",St. Louis Cardinals,Milwaukee Brewers,,,8:10 pm,,8:10 pm St. Louis Cardinals @ Milwaukee Brewers Preview
"Friday, September 12, 2025",Arizona D'Backs,Minnesota Twins,,,8:10 pm,,8:10 pm Arizona D'Backs @ Minnesota Twins Preview
"Friday, September 12, 2025",Colorado Rockies,San Diego Padres,,,9:40 pm,,9:40 pm Colorado Rockies @ San Diego Padres Preview
"Friday, September 12, 2025",Cincinnati Reds,Athletics,,,10:05 pm,,10:05 pm Cincinnati Reds @ Athletics Preview
"Friday, September 12, 2025",Los Angeles Angels,Seattle Mariners,,,10:10 pm,,10:10 pm Los Angeles Angels @ Seattle Mariners Preview
"Friday, September 12, 2025",Los Angeles Dodgers,San Francisco Giants,,,10:15 pm,,10:15 pm Los Angeles Dodgers @ San Francisco Giants Preview
"Saturday, September 13, 2025",Tampa Bay Rays,Chicago Cubs,,,2:20 pm,,2:20 pm Tampa Bay Rays @ Chicago Cubs Preview
"Saturday, September 13, 2025",Baltimore Orioles,Toronto Blue Jays,,,3:07 pm,,3:07 pm Baltimore Orioles @ Toronto Blue Jays Preview
"Saturday, September 13, 2025",Pittsburgh Pirates,Washington Nationals,,,4:05 pm,,4:05 pm Pittsburgh Pirates @ Washington Nationals Preview
"Saturday, September 13, 2025",New York Yankees,Boston Red Sox,,,4:10 pm,,4:10 pm New York Yankees @ Boston Red Sox Preview
"Saturday, September 13, 2025",Detroit Tigers,Miami Marlins,,,4:10 pm,,4:10 pm Detroit Tigers @ Miami Marlins Preview
"Saturday, September 13, 2025",Texas Rangers,New York Mets,,,4:10 pm,,4:10 pm Texas Rangers @ New York Mets Preview
"Saturday, September 13, 2025",Kansas City Royals,Philadelphia Phillies,,,6:05 pm,,6:05 pm Kansas City Royals @ Philadelphia Phillies Preview
"Saturday, September 13, 2025",Chicago White Sox,Cleveland Guardians,,,6:10 pm,,6:10 pm Chicago White Sox @ Cleveland Guardians Preview
"Saturday, September 13, 2025",Arizona D'Backs,Minnesota Twins,,,7:10 pm,,7:10 pm Arizona D'Backs @ Minnesota Twins Preview
"Saturday, September 13, 2025",Houston Astros,Atlanta Braves,,,7:15 pm,,7:15 pm Houston Astros @ Atlanta Braves Preview
"Saturday, September 13, 2025",St. Louis Cardinals,Milwaukee Brewers,,,8:15 pm,,8:15 pm St. Louis Cardinals @ Milwaukee Brewers Preview
"Saturday, September 13, 2025",Colorado Rockies,San Diego Padres,,,8:40 pm,,8:40 pm Colorado Rockies @ San Diego Padres Preview
"Saturday, September 13, 2025",Los Angeles Dodgers,San Francisco Giants,,,9:05 pm,,9:05 pm Los Angeles Dodgers @ San Francisco Giants Preview
"Saturday, September 13, 2025",Los Angeles Angels,Seattle Mariners,,,9:40 pm,,9:40 pm Los Angeles Angels @ Seattle Mariners Preview
"Saturday, September 13, 2025",Cincinnati Reds,Athletics,,,10:05 pm,,10:05 pm Cincinnati Reds @ Athletics Preview
"Sunday, September 14, 2025",Houston Astros,Atlanta Braves,,,1:35 pm,,1:35 pm Houston Astros @ Atlanta Braves Preview
"Sunday, September 14, 2025",New York Yankees,Boston Red Sox,,,1:35 pm,,1:35 pm New York Yankees @ Boston Red Sox Preview
"Sunday, September 14, 2025",Kansas City Royals,Philadelphia Phillies,,,1:35 pm,,1:35 pm Kansas City Royals @ Philadelphia Phillies Preview
"Sunday, September 14, 2025",Pittsburgh Pirates,Washington Nationals,,,1:35 pm,,1:35 pm Pittsburgh Pirates @ Washington Nationals Preview
"Sunday, September 14, 2025",Baltimore Orioles,Toronto Blue Jays,,,1:37 pm,,1:37 pm Baltimore Orioles @ Toronto Blue Jays Preview
"Sunday, September 14, 2025",Chicago White Sox,Cleveland Guardians,,,1:40 pm,,1:40 pm Chicago White Sox @ Cleveland Guardians Preview
"Sunday, September 14, 2025",Detroit Tigers,Miami Marlins,,,1:40 pm,,1:40 pm Detroit Tigers @ Miami Marlins Preview
"Sunday, September 14, 2025",Texas Rangers,New York Mets,,,1:40 pm,,1:40 pm Texas Rangers @ New York Mets Preview
"Sunday, September 14, 2025",St. Louis Cardinals,Milwaukee Brewers,,,2:10 pm,,2:10 pm St. Louis Cardinals @ Milwaukee Brewers Preview
"Sunday, September 14, 2025",Arizona D'Backs,Minnesota Twins,,,2:10 pm,,2:10 pm Arizona D'Backs @ Minnesota Twins Preview
"Sunday, September 14, 2025",Tampa Bay Rays,Chicago Cubs,,,2:20 pm,,2:20 pm Tampa Bay Rays @ Chicago Cubs Preview
"Sunday, September 14, 2025",Cincinnati Reds,Athletics,,,4:05 pm,,4:05 pm Cincinnati Reds @ Athletics Preview
"Sunday, September 14, 2025",Los Angeles Dodgers,San Francisco Giants,,,4:05 pm,,4:05 pm Los Angeles Dodgers @ San Francisco Giants Preview
"Sunday, September 14, 2025",Colorado Rockies,San Diego Padres,,,4:10 pm,,4:10 pm Colorado Rockies @ San Diego Padres Preview
"Sunday, September 14, 2025",Los Angeles Angels,Seattle Mariners,,,4:10 pm,,4:10 pm Los Angeles Angels @ Seattle Mariners Preview
"Monday, September 15, 2025",Chicago Cubs,Pittsburgh Pirates,,,6:40 pm,,6:40 pm Chicago Cubs @ Pittsburgh Pirates Preview
"Monday, September 15, 2025",Atlanta Braves,Washington Nationals,,,6:45 pm,,6:45 pm Atlanta Braves @ Washington Nationals Preview
"Monday, September 15, 2025",Toronto Blue Jays,Tampa Bay Rays,,,7:35 pm,,7:35 pm Toronto Blue Jays @ Tampa Bay Rays Preview
"Monday, September 15, 2025",Baltimore Orioles,Chicago White Sox,,,7:40 pm,,7:40 pm Baltimore Orioles @ Chicago White Sox Preview
"Monday, September 15, 2025",New York Yankees,Minnesota Twins,,,7:40 pm,,7:40 pm New York Yankees @ Minnesota Twins Preview
"Monday, September 15, 2025",Cincinnati Reds,St. Louis Cardinals,,,7:45 pm,,7:45 pm Cincinnati Reds @ St. Louis Cardinals Preview
"Monday, September 15, 2025",Texas Rangers,Houston Astros,,,8:10 pm,,8:10 pm Texas Rangers @ Houston Astros Preview
"Monday, September 15, 2025",San Francisco Giants,Arizona D'Backs,,,9:40 pm,,9:40 pm San Francisco Giants @ Arizona D'Backs Preview
"Monday, September 15, 2025",Philadelphia Phillies,Los Angeles Dodgers,,,10:10 pm,,10:10 pm Philadelphia Phillies @ Los Angeles Dodgers Preview
"Tuesday, September 16, 2025",Atlanta Braves,Washington Nationals,,,1:05 pm,,1:05 pm Atlanta Braves @ Washington Nationals Preview
"Tuesday, September 16, 2025",Cleveland Guardians,Detroit Tigers,,,6:40 pm,,6:40 pm Cleveland Guardians @ Detroit Tigers Preview
"Tuesday, September 16, 2025",Chicago Cubs,Pittsburgh Pirates,,,6:40 pm,,6:40 pm Chicago Cubs @ Pittsburgh Pirates Preview
"Tuesday, September 16, 2025",Athletics,Boston Red Sox,,,6:45 pm,,6:45 pm Athletics @ Boston Red Sox Preview
"Tuesday, September 16, 2025",Atlanta Braves,Washington Nationals,,,6:45 pm,,6:45 pm Atlanta Braves @ Washington Nationals Preview
"Tuesday, September 16, 2025",San Diego Padres,New York Mets,,,7:10 pm,,7:10 pm San Diego Padres @ New York Mets Preview
"Tuesday, September 16, 2025",Toronto Blue Jays,Tampa Bay Rays,,,7:35 pm,,7:35 pm Toronto Blue Jays @ Tampa Bay Rays Preview
"Tuesday, September 16, 2025",Baltimore Orioles,Chicago White Sox,,,7:40 pm,,7:40 pm Baltimore Orioles @ Chicago White Sox Preview
"Tuesday, September 16, 2025",Seattle Mariners,Kansas City Royals,,,7:40 pm,,7:40 pm Seattle Mariners @ Kansas City Royals Preview
"Tuesday, September 16, 2025",Los Angeles Angels,Milwaukee Brewers,,,7:40 pm,,7:40 pm Los Angeles Angels @ Milwaukee Brewers Preview
"Tuesday, September 16, 2025",New York Yankees,Minnesota Twins,,,7:40 pm,,7:40 pm New York Yankees @ Minnesota Twins Preview
"Tuesday, September 16, 2025",Cincinnati Reds,St. Louis Cardinals,,,7:45 pm,,7:45 pm Cincinnati Reds @ St. Louis Cardinals Preview
"Tuesday, September 16, 2025",Texas Rangers,Houston Astros,,,8:10 pm,,8:10 pm Texas Rangers @ Houston Astros Preview
"Tuesday, September 16, 2025",Miami Marlins,Colorado Rockies,,,8:40 pm,,8:40 pm Miami Marlins @ Colorado Rockies Preview
"Tuesday, September 16, 2025",San Francisco Giants,Arizona D'Backs,,,9:40 pm,,9:40 pm San Francisco Giants @ Arizona D'Backs Preview
"Tuesday, September 16, 2025",Philadelphia Phillies,Los Angeles Dodgers,,,10:10 pm,,10:10 pm Philadelphia Phillies @ Los Angeles Dodgers Preview
"Wednesday, September 17, 2025",Chicago Cubs,Pittsburgh Pirates,,,12:35 pm,,12:35 pm Chicago Cubs @ Pittsburgh Pirates Preview
"Wednesday, September 17, 2025",Cincinnati Reds,St. Louis Cardinals,,,1:15 pm,,1:15 pm Cincinnati Reds @ St. Louis Cardinals Preview
"Wednesday, September 17, 2025",Baltimore Orioles,Chicago White Sox,,,2:10 pm,,2:10 pm Baltimore Orioles @ Chicago White Sox Preview
"Wednesday, September 17, 2025",San Francisco Giants,Arizona D'Backs,,,3:40 pm,,3:40 pm San Francisco Giants @ Arizona D'Backs Preview
"Wednesday, September 17, 2025",Atlanta Braves,Washington Nationals,,,4:05 pm,,4:05 pm Atlanta Braves @ Washington Nationals Preview
"Wednesday, September 17, 2025",Cleveland Guardians,Detroit Tigers,,,6:40 pm,,6:40 pm Cleveland Guardians @ Detroit Tigers Preview
